Symbol,Buy/Sell,Quantity,Price
PPP,Buy,40,935
GGG,Sell,820,586
FVD,Buy,340,652
KKK,Buy,660,1705.2
YYY,Sell,320,62
KKK,Buy,180,1716.5
CGG,Buy,170,1379.7
CCC,Buy,940,1246.3
PDB,Sell,970,471
EEE,Sell,970,1327
HRT,Buy,390,917
MDU,Sell,170,1657.7
TQM,Buy,910,1084.8
AAA,Buy,10,1218.6
GKH,Sell,80,1345.5
FFF,Sell,160,246
EEE,Sell,790,1318.4
HRT,Buy,20,908
SSS,Sell,840,870
HRT,Buy,820,915
TQM,Sell,650,1055
KKK,Sell,440,1674.4
BBB,Sell,650,462
VVV,Buy,530,1419.4
DDD,Sell,820,1560.6
GKH,Sell,50,1327.8
MMM,Buy,780,1701.5
GGG,Buy,530,588
CGG,Sell,900,1397
BBB,Sell,810,464
DLH,Buy,390,172
SSS,Buy,290,882
GGG,Sell,10,588
NEH,Sell,610,519
CGG,Buy,480,1415.8
FFF,Buy,170,247
DLH,Sell,200,174
GKH,Sell,840,1318.5
PDB,Sell,330,476
GKH,Sell,30,1323.9
PDB,Buy,470,463
VVV,Sell,830,1383
CCC,Sell,190,1237.1
HSW,Buy,960,1064.7
DLH,Buy,450,175
AAA,Buy,820,1211
NEH,Buy,220,515
BBB,Buy,130,460
NEH,Buy,480,511
GGG,Sell,370,594
SSS,Sell,270,870
KKK,Buy,180,1682.5
PDB,Buy,40,465
VVV,Sell,400,1404.2
GGG,Buy,710,579
PDB,Sell,320,475
DLH,Buy,590,173
FVD,Buy,80,654
PPP,Buy,70,948
CCC,Buy,960,1219
NEH,Sell,530,515
FVD,Buy,150,661
CCC,Buy,660,1221.6
GGG,Buy,120,591
BBB,Sell,80,467
YYY,Buy,600,61
TQM,Buy,370,1087.9
PPP,Buy,810,951
CCC,Sell,370,1246.3
FVD,Buy,380,662
BBB,Buy,190,465
PPP,Buy,270,952
TTT,Sell,570,1317.2
FFF,Sell,650,248
VVV,Buy,270,1431.2
BBB,Buy,20,465
FFF,Buy,940,253
BBB,Sell,230,467
CCC,Sell,970,1220
VVV,Buy,880,1409.5
HHH,Sell,530,1915
PPP,Sell,30,947
FVD,Sell,720,666
MDU,Buy,510,1618
PDB,Buy,370,468
SSS,Sell,380,887
MMM,Buy,340,1702.1
YYY,Buy,900,61
SSS,Sell,520,877
HRT,Sell,700,921
PDB,Buy,630,471
CGG,Sell,820,1412.4
RRR,Sell,860,113
CCC,Sell,990,1242.2
MDU,Sell,510,1648.3
KKK,Buy,850,1665.1
NEH,Buy,720,512
AAA,Buy,440,1182
NNN,Sell,260,624
SSS,Sell,260,857
RRR,Buy,360,116
VVV,Sell,880,1408.4
GGG,Sell,160,597
SSS,Buy,400,868
VVV,Buy,860,1418
PPP,Sell,20,948
AAA,Buy,810,1220.5
SSS,Buy,320,861
CGG,Sell,640,1429.2
CCC,Sell,150,1225.2
FVD,Sell,220,663
TQM,Sell,950,1072
GGG,Sell,960,596
CCC,Buy,390,1248
NEH,Sell,800,510
CCC,Sell,750,1233.3
PDB,Buy,590,463
BBB,Buy,840,468
DLH,Sell,220,176
FVD,Buy,400,660
FFF,Sell,330,245
GKH,Buy,980,1348.8
FFF,Buy,160,244
HSW,Buy,150,1060.9
CGG,Buy,520,1395.8
PDB,Buy,800,472
PPP,Sell,580,949
CCC,Buy,750,1247.6
RRR,Sell,880,114
VVV,Sell,700,1408.9
KKK,Sell,620,1716.6
PPP,Buy,730,946
EEE,Sell,760,1332.5
AAA,Buy,440,1201.7
NEH,Sell,720,512
NEH,Sell,200,514
TTT,Buy,710,1324.2
SSS,Buy,50,868
PPP,Buy,840,953
EEE,Buy,830,1314.3
PPP,Sell,100,939
PDB,Buy,700,455
PDB,Sell,510,470
HRT,Sell,250,928
MMM,Sell,400,1694.6
BBB,Sell,400,466
NEH,Buy,160,517
MMM,Sell,280,1649.3
MMM,Buy,620,1699.5
DDD,Sell,250,1583.6
TTT,Buy,40,1356.7
CCC,Buy,570,1245.4
SSS,Sell,70,870
TTT,Sell,500,1320.6
PDB,Sell,490,465
VVV,Buy,100,1394.7
CCC,Buy,800,1252.8
CCC,Buy,50,1229.9
BBB,Buy,480,463
YYY,Sell,940,62
DLH,Buy,980,175
CCC,Sell,320,1277.9
CCC,Sell,260,1250.8
BBB,Sell,630,466
BBB,Sell,250,466
GGG,Sell,450,583
QQQ,Sell,470,1665
TTT,Sell,860,1321.5
AAA,Buy,430,1209.8
VVV,Sell,750,1419.6
EEE,Buy,310,1330.9
BBB,Sell,60,463
TQM,Buy,840,1071.7
CCC,Sell,560,1246.9
PPP,Sell,430,939
EEE,Sell,520,1331.9
GGG,Sell,580,597
MDU,Buy,310,1670.4
AAA,Buy,260,1230.6
TQM,Buy,410,1045.2
BBB,Sell,520,462
RRR,Sell,810,115
FVD,Buy,160,667
HHH,Sell,700,1903
TQM,Sell,40,1057
FFF,Sell,750,244
FVD,Sell,600,665
GKH,Sell,630,1336
DLH,Sell,190,172
HRT,Buy,480,910
GKH,Buy,350,1331.9
TQM,Buy,250,1060.2
EEE,Buy,10,1323.5
PPP,Sell,280,947
HRT,Sell,620,911
HRT,Sell,190,908
HSW,Sell,240,1067.8
CGG,Buy,750,1439.3
JJJ,Buy,320,723
NEH,Buy,10,509
BBB,Buy,330,460
PPP,Sell,10,937
SSS,Sell,430,873
VVV,Sell,240,1383.2
VVV,Buy,250,1404.4
QQQ,Sell,420,1692.8
MDU,Buy,450,1648.2
HRT,Sell,500,911
MDU,Sell,710,1657
FFF,Buy,840,248
FVD,Buy,340,665
CCC,Sell,770,1230.9
GGG,Buy,160,598
TTT,Sell,750,1322.3
TTT,Buy,260,1324
UUU,Sell,880,683
FFF,Buy,780,248
KKK,Buy,900,1641.9
DLH,Sell,220,174
SSS,Buy,810,873
HRT,Sell,540,920
VVV,Buy,80,1405
FFF,Sell,690,247
MMM,Buy,970,1697.9
RRR,Sell,690,114
TTT,Buy,830,1336.7
RRR,Buy,470,113
TTT,Sell,270,1332.9
GGG,Buy,410,586
GGG,Buy,940,596
HSW,Sell,680,1064.7
VVV,Sell,780,1431.3
TTT,Buy,580,1319
HRT,Sell,750,908
TQM,Buy,740,1072.9
PDB,Sell,50,467
EEE,Sell,30,1326.8
VVV,Buy,760,1387
BBB,Sell,260,465
CCC,Buy,290,1249
MDU,Buy,150,1650.7
MDU,Buy,770,1626.7
HSW,Sell,30,1049.4
CCC,Buy,690,1234.7
NEH,Buy,770,520
FVD,Sell,760,653
SSS,Buy,40,885
FVD,Buy,790,648
MMM,Buy,560,1693.2
RRR,Buy,230,113
CGG,Buy,810,1426.9
QQQ,Buy,210,1653.9
CGG,Buy,440,1432.3
BBB,Buy,770,464
FVD,Sell,560,654
HRT,Buy,420,920
PPP,Sell,270,958
DLH,Sell,740,172
NEH,Buy,960,522
PDB,Sell,590,462
CCC,Sell,770,1255.7
SSS,Buy,770,869
XXX,Sell,260,1381.9
GGG,Buy,470,584
EEE,Sell,300,1337.9
GGG,Buy,940,587
RRR,Buy,30,114
KKK,Buy,120,1668.5
VVV,Sell,200,1389.2
BBB,Buy,540,470
QQQ,Buy,700,1660.3
AAA,Sell,800,1197.4
MDU,Buy,360,1633.8
VVV,Sell,340,1421.3
TQM,Sell,800,1061.8
TQM,Buy,330,1071
UUU,Sell,580,686
TTT,Sell,790,1340.8
YYY,Buy,250,62
UUU,Buy,270,666
UUU,Buy,470,677
CCC,Sell,550,1234.6
FVD,Buy,250,650
GKH,Sell,160,1334.8
PDB,Sell,730,459
VVV,Sell,970,1415.4
SSS,Buy,690,870
GKH,Sell,720,1343.5
HSW,Sell,440,1062.2
DLH,Sell,640,170
CCC,Buy,990,1236
EEE,Sell,130,1332.9
BBB,Sell,260,454
VVV,Buy,230,1409.7
EEE,Buy,720,1350.3
VVV,Buy,370,1388.5
FFF,Sell,730,243
HSW,Buy,900,1050.2
SSS,Buy,760,874
EEE,Buy,750,1315.2
PDB,Sell,760,467
AAA,Sell,900,1197.4
PDB,Buy,300,468
MMM,Buy,140,1697.6
TTT,Buy,130,1307
FVD,Buy,340,661
EEE,Sell,890,1305
SSS,Buy,560,873
PDB,Sell,930,471
FFF,Sell,790,246
PDB,Sell,630,461
GGG,Buy,440,596
PDB,Sell,520,467
DLH,Buy,420,174
PDB,Sell,750,466
MDU,Sell,920,1681.2
CCC,Sell,750,1235.8
DLH,Sell,180,174
HRT,Buy,740,914
RRR,Sell,650,114
MDU,Sell,80,1657.9
GKH,Buy,490,1333.9
PDB,Sell,920,463
UUU,Sell,120,686
FFF,Buy,600,242
GKH,Sell,900,1356.8
VVV,Sell,100,1419.5
TTT,Buy,360,1308.9
CCC,Sell,890,1216.5
GKH,Buy,830,1328.1
HRT,Sell,440,908
BBB,Sell,910,474
HRT,Sell,620,916
VVV,Buy,350,1416.2
PDB,Sell,330,462
PDB,Sell,990,467
FVD,Sell,190,669
PPP,Buy,150,951
MMM,Buy,520,1672.5
MMM,Buy,550,1676.9
TTT,Sell,380,1325.3
HHH,Sell,740,1926.1
FVD,Buy,940,658
TTT,Sell,530,1347
EEE,Sell,900,1309.4
CCC,Buy,910,1239.2
VVV,Sell,720,1405.6
CGG,Buy,180,1465.8
CCC,Buy,440,1232.2
GGG,Buy,860,595
NEH,Buy,110,511
FVD,Buy,830,656
FFF,Sell,830,245
FFF,Sell,840,247
UUU,Sell,950,693
CGG,Buy,900,1411.8
MDU,Sell,270,1635.9
GGG,Sell,840,590
KKK,Sell,130,1657.9
BBB,Buy,420,466
FFF,Buy,490,246
PDB,Sell,540,473
MDU,Buy,880,1636.8
CCC,Sell,400,1230.6
PDB,Sell,870,464
VVV,Buy,730,1416.7
EEE,Buy,480,1298.3
GGG,Sell,980,581
FFF,Buy,820,244
NEH,Buy,750,512
CCC,Sell,120,1237.5
KKK,Sell,370,1633.7
AAA,Buy,320,1200.8
SSS,Sell,40,877
PDB,Sell,580,468
GKH,Buy,940,1325
GKH,Sell,290,1323.9
TTT,Sell,750,1323.7
RRR,Sell,720,114
PDB,Sell,980,453
TTT,Sell,830,1327
PPP,Sell,130,952
MMM,Buy,470,1689.9
GKH,Sell,960,1331.2
TQM,Sell,930,1065.2
TTT,Sell,200,1332.7
TQM,Sell,980,1066.7
DLH,Buy,440,174
HRT,Sell,510,917
TQM,Buy,200,1059.8
FFF,Sell,890,246
KKK,Buy,230,1688.5
RRR,Sell,900,113
NEH,Sell,970,511
FFF,Buy,320,250
MDU,Sell,830,1632
GGG,Buy,960,588
PDB,Sell,690,458
SSS,Buy,160,866
VVV,Sell,890,1415.3
VVV,Buy,620,1409.4
CCC,Sell,310,1230.5
TTT,Sell,380,1337.4
YYY,Buy,890,61
SSS,Sell,790,881
PDB,Buy,200,470
TTT,Buy,260,1336.7
FFF,Buy,230,245
CCC,Buy,580,1243
HRT,Sell,280,927
TTT,Buy,310,1291.5
GGG,Sell,150,585
RRR,Buy,870,113
QQQ,Buy,680,1658
MDU,Sell,500,1636.6
UUU,Buy,180,672
RRR,Buy,800,114
FVD,Sell,650,663
EEE,Sell,80,1328.7
FFF,Sell,920,252
SSS,Sell,10,867
AAA,Sell,760,1197.3
TTT,Buy,230,1314
CCC,Sell,810,1243.2
RRR,Sell,640,113
FFF,Sell,260,247
MMM,Buy,750,1706.8
AAA,Buy,900,1226.6
CCC,Sell,750,1237.1
AAA,Sell,570,1219.9
SSS,Buy,630,865
DLH,Sell,180,172
VVV,Sell,680,1423.4
RRR,Sell,60,115
AAA,Buy,60,1209.8
GKH,Sell,60,1328.6
UUU,Buy,730,688
HSW,Sell,210,1061.6
FFF,Sell,300,245
TQM,Sell,330,1071.4
JJJ,Sell,450,738
FFF,Sell,600,243
DLH,Buy,590,173
CGG,Buy,570,1436.3
CCC,Sell,10,1262.8
NEH,Sell,720,521
DLH,Sell,290,174
FFF,Buy,680,245
KKK,Sell,60,1666.2
GGG,Buy,490,579
HRT,Buy,530,905
EEE,Sell,970,1329.6
BBB,Buy,690,461
FFF,Sell,130,244
SSS,Sell,520,867
KKK,Sell,740,1660.1
TTT,Sell,40,1314.4
BBB,Buy,800,467
HRT,Sell,370,918
AAA,Sell,110,1229.4
AAA,Sell,670,1235.9
TTT,Buy,320,1328.9
PDB,Buy,320,463
PPP,Buy,790,955
NEH,Sell,580,514
HRT,Buy,130,930
EEE,Buy,950,1312.7
GGG,Buy,210,585
HRT,Sell,300,921
WWW,Sell,710,1484.2
FFF,Sell,700,242
TTT,Sell,50,1325.1
BBB,Buy,810,462
SSS,Sell,220,872
GGG,Buy,160,590
GKH,Sell,120,1338.3
QQQ,Buy,260,1683.1
CCC,Sell,160,1256.3
GGG,Buy,80,592
KKK,Sell,360,1662.6
PPP,Buy,670,937
FFF,Buy,180,246
AAA,Sell,50,1204.6
PDB,Buy,790,474
FFF,Buy,490,244
CGG,Buy,340,1410.7
MDU,Sell,880,1640.8
NNN,Sell,60,622
EEE,Buy,430,1347
BBB,Buy,250,467
CCC,Buy,870,1225.5
CCC,Sell,90,1228.5
DLH,Buy,110,172
PPP,Buy,500,971
FVD,Buy,170,661
HHH,Sell,520,1924.3
TTT,Sell,960,1306.1
FFF,Buy,940,243
TTT,Sell,230,1320.2
HSW,Sell,720,1055.3
PPP,Buy,240,951
DLH,Buy,750,170
GGG,Buy,340,586
SSS,Buy,780,862
QQQ,Sell,690,1647.8
HRT,Buy,40,918
CCC,Buy,140,1242.9
TQM,Sell,620,1068.4
FVD,Buy,280,664
HRT,Sell,820,902
CCC,Sell,190,1253.6
BBB,Buy,970,468
NNN,Buy,410,640
PPP,Sell,130,946
HHH,Sell,290,1924.7
QQQ,Buy,900,1631.7
BBB,Buy,490,464
GKH,Sell,10,1315.6
NEH,Sell,530,509
FVD,Buy,510,652
BBB,Buy,90,467
TTT,Buy,560,1332.2
VVV,Sell,820,1412.7
FFF,Buy,520,245
GGG,Sell,580,582
QQQ,Sell,40,1676.2
VVV,Sell,290,1408.8
BBB,Buy,530,466
KKK,Buy,350,1668.7
FFF,Buy,350,248
PDB,Buy,310,478
VVV,Sell,520,1417.3
FFF,Sell,930,246
TQM,Sell,860,1051.6
DLH,Buy,960,170
GGG,Sell,380,588
FVD,Buy,420,672
PDB,Sell,580,467
FVD,Buy,910,656
MMM,Sell,810,1696.3
TQM,Sell,280,1042.7
FFF,Buy,650,247
GKH,Buy,990,1353
DLH,Buy,460,173
GGG,Sell,710,580
DLH,Buy,640,174
TTT,Buy,170,1337.1
FFF,Buy,830,243
VVV,Sell,520,1405.4
GGG,Buy,160,590
HHH,Buy,410,1922.2
VVV,Sell,50,1396.4
QQQ,Buy,980,1662.2
PDB,Sell,650,462
TTT,Sell,10,1335.4
UUU,Buy,510,680
EEE,Buy,870,1333.8
SSS,Sell,700,884
CCC,Buy,490,1208.3
HSW,Sell,410,1050.3
RRR,Buy,510,113
SSS,Buy,630,875
EEE,Sell,70,1335.8
VVV,Buy,680,1412.8
DLH,Sell,790,176
BBB,Buy,680,463
PDB,Buy,170,467
CGG,Sell,310,1409.1
CGG,Buy,100,1431.4
NEH,Sell,630,509
CCC,Sell,180,1249.7
TQM,Buy,620,1050.1
TQM,Buy,810,1057.7
RRR,Sell,910,112
FVD,Buy,970,645
NEH,Buy,490,515
CCC,Sell,30,1253.6
HRT,Sell,780,915
EEE,Sell,290,1328
MMM,Sell,470,1728.2
QQQ,Sell,990,1651.8
PDB,Sell,980,460
MMM,Sell,630,1712.6
PPP,Buy,870,947
UUU,Sell,900,678
GGG,Sell,260,586
BBB,Buy,410,461
VVV,Buy,530,1416.3
VVV,Sell,40,1435.3
CCC,Buy,370,1232.9
BBB,Buy,730,466
XXX,Buy,870,1351.8
HSW,Sell,780,1040.5
GGG,Buy,370,577
BBB,Buy,800,472
MMM,Sell,120,1693.7
VVV,Sell,510,1396.1
DLH,Sell,420,173
HRT,Buy,240,931
FVD,Buy,380,670
YYY,Buy,200,61
TQM,Sell,500,1047.4
TTT,Buy,200,1318.3
FFF,Sell,50,243
GKH,Sell,120,1343.5
MDU,Buy,930,1606.3
TTT,Buy,490,1327.4
FFF,Sell,810,246
DLH,Sell,920,168
TQM,Sell,990,1069.6
AAA,Sell,210,1226.2
EEE,Buy,70,1337.3
PDB,Sell,590,467
QQQ,Sell,360,1670
NEH,Buy,540,522
KKK,Buy,480,1685.8
BBB,Sell,20,466
GGG,Sell,570,592
AAA,Sell,40,1224.8
XXX,Sell,180,1369
GGG,Sell,840,584
DLH,Sell,870,172
PPP,Buy,750,936
MMM,Sell,910,1701.4
TTT,Buy,150,1318.8
TTT,Sell,280,1320.9
MDU,Sell,240,1638.5
TTT,Sell,840,1325.8
FFF,Buy,840,241
TTT,Sell,570,1344.1
FFF,Buy,280,250
JJJ,Buy,650,731
EEE,Buy,870,1317.2
FFF,Buy,380,244
VVV,Sell,800,1426.9
BBB,Sell,530,464
PDB,Buy,630,457
PDB,Sell,340,466
PPP,Sell,300,942
GGG,Sell,850,586
EEE,Buy,80,1341.8
TQM,Sell,350,1069.3
HRT,Buy,930,910
DDD,Buy,470,1573.7
TTT,Buy,460,1318.1
PDB,Sell,800,468
CCC,Sell,390,1247.7
PPP,Sell,210,943
UUU,Buy,230,675
GKH,Sell,470,1328.9
PPP,Buy,470,952
KKK,Buy,730,1678
TQM,Sell,990,1064.6
DLH,Sell,880,173
EEE,Buy,240,1300.7
MMM,Sell,690,1711.1
UUU,Sell,620,684
PDB,Sell,310,471
TQM,Sell,520,1052
GKH,Buy,380,1317.3
VVV,Sell,950,1424.7
PDB,Sell,630,456
PPP,Sell,500,948
TQM,Sell,330,1083
GKH,Sell,560,1331.3
BBB,Buy,560,462
TQM,Sell,910,1082.9
PDB,Sell,790,474
VVV,Sell,650,1406
CGG,Sell,780,1457.4
CGG,Sell,110,1454.8
NNN,Buy,20,625
UUU,Buy,250,677
TQM,Buy,990,1062.1
BBB,Sell,210,466
FFF,Sell,840,250
BBB,Sell,760,466
PDB,Sell,630,463
HRT,Buy,190,939
BBB,Sell,220,463
PPP,Buy,150,952
GGG,Sell,220,590
DLH,Buy,820,176
BBB,Sell,720,467
CGG,Buy,10,1417.5
CCC,Buy,990,1221.1
YYY,Sell,840,63
HRT,Sell,10,920
VVV,Buy,110,1430.7
GKH,Sell,240,1319.6
CGG,Sell,870,1412.9
PDB,Sell,60,459
SSS,Buy,410,883
CGG,Sell,420,1417.4
CCC,Sell,960,1239.7
EEE,Sell,340,1302.7
GKH,Buy,580,1322.7
EEE,Buy,700,1309.1
AAA,Sell,870,1225.8
PPP,Buy,420,947
HSW,Buy,490,1064.5
HRT,Buy,350,909
PDB,Buy,240,469
NEH,Buy,780,506
DLH,Buy,680,175
PPP,Buy,340,956
AAA,Sell,760,1206.9
DLH,Sell,800,176
CCC,Buy,940,1241.8
BBB,Buy,970,464
TTT,Buy,290,1327.3
TTT,Sell,980,1322.7
SSS,Sell,340,877
HRT,Sell,200,908
EEE,Sell,330,1350.1
FFF,Buy,770,243
JJJ,Buy,730,738
TTT,Buy,680,1330.3
TTT,Buy,290,1342.3
AAA,Sell,800,1207.2
FVD,Buy,350,672
GKH,Sell,430,1320.1
KKK,Buy,160,1678.9
HRT,Buy,120,923
KKK,Sell,510,1676.3
GGG,Sell,280,590
VVV,Sell,660,1403.8
GKH,Buy,180,1348.7
GGG,Buy,820,579
DLH,Sell,280,174
TQM,Sell,590,1067
GKH,Sell,40,1309.3
CCC,Buy,180,1251.6
MMM,Sell,750,1693.6
RRR,Buy,170,115
CCC,Sell,750,1222.1
PPP,Buy,50,972
PDB,Buy,290,464
EEE,Buy,970,1320.1
VVV,Buy,300,1382.5
FFF,Buy,440,246
TTT,Sell,270,1347.6
DLH,Buy,980,172
VVV,Sell,540,1407.7
QQQ,Sell,610,1656.9
CCC,Buy,910,1249.9
PPP,Sell,530,952
CGG,Buy,940,1413.6
GKH,Buy,360,1348.5
VVV,Sell,10,1428.3
CGG,Buy,580,1415.1
PDB,Buy,240,461
NEH,Buy,50,517
HSW,Sell,570,1047.3
CGG,Sell,670,1409.3
TTT,Sell,610,1313
UUU,Sell,110,689
HSW,Buy,710,1076.4
DLH,Sell,200,174
NEH,Sell,900,511
GKH,Sell,460,1321.7
PPP,Sell,940,950
CCC,Sell,190,1233
NEH,Buy,370,506
ZZZ,Buy,730,1695.5
BBB,Sell,400,460
VVV,Sell,840,1380.6
MMM,Buy,770,1675.5
DLH,Buy,630,169
CCC,Buy,320,1239.4
SSS,Sell,100,882
GKH,Sell,250,1341.7
EEE,Sell,470,1332.4
TTT,Buy,840,1314.4
UUU,Buy,790,674
CCC,Buy,40,1254
TQM,Buy,960,1048.6
HSW,Buy,630,1049.3
GGG,Sell,10,595
UUU,Buy,40,672
NEH,Buy,920,520
CCC,Buy,380,1242.3
FFF,Buy,510,250
CGG,Buy,560,1419.9
FVD,Sell,660,658
MMM,Sell,80,1654.9
HRT,Sell,110,915
CGG,Buy,730,1397.8
DLH,Sell,800,173
CCC,Sell,100,1232.6
HRT,Buy,560,913
CCC,Sell,910,1245.4
VVV,Sell,610,1403.8
UUU,Buy,20,690
CCC,Buy,520,1257.3
EEE,Buy,720,1324
VVV,Buy,710,1403
PDB,Buy,420,462
CCC,Buy,360,1236.6
MMM,Sell,200,1694.3
NEH,Buy,120,519
DLH,Buy,30,176
FVD,Buy,40,674
RRR,Buy,150,114
FFF,Sell,650,245
PDB,Sell,260,469
CCC,Sell,640,1247
CGG,Buy,690,1414
EEE,Sell,40,1314.9
CCC,Buy,80,1242.7
UUU,Sell,880,682
TTT,Sell,930,1339.5
NNN,Buy,640,628
DLH,Sell,320,175
SSS,Sell,950,876
DLH,Buy,360,171
GGG,Sell,740,593
EEE,Sell,690,1328.7
FVD,Buy,680,663
TTT,Sell,190,1311
TQM,Buy,250,1068.2
RRR,Sell,320,112
UUU,Buy,730,684
AAA,Buy,600,1205.5
MDU,Sell,770,1664.7
GKH,Sell,360,1315.4
TTT,Sell,990,1307.9
NEH,Sell,960,514
RRR,Buy,570,113
YYY,Sell,90,61
CCC,Sell,190,1251.6
HRT,Buy,560,914
BBB,Buy,860,463
TTT,Sell,30,1332.6
FFF,Sell,500,240
JJJ,Sell,120,734
PDB,Sell,510,475
BBB,Sell,80,460
TTT,Buy,940,1313.4
HRT,Sell,90,916
RRR,Sell,250,115
VVV,Sell,440,1408.5
BBB,Buy,380,466
EEE,Sell,900,1304.7
VVV,Sell,330,1417.6
FVD,Sell,780,661
RRR,Sell,930,115
PDB,Buy,910,469
KKK,Buy,40,1682
CGG,Buy,570,1440.5
GKH,Buy,510,1339
HSW,Buy,810,1074.5
TTT,Sell,550,1309.5
CCC,Sell,550,1232.7
NEH,Sell,50,506
AAA,Sell,210,1217.9
TQM,Sell,350,1070.3
RRR,Sell,280,115
VVV,Buy,260,1407.8
HRT,Sell,810,913
KKK,Buy,980,1656.5
TTT,Sell,210,1340.8
TTT,Buy,350,1326.9
BBB,Buy,940,463
QQQ,Sell,290,1662.2
VVV,Buy,410,1392.5
VVV,Sell,480,1406.2
YYY,Buy,860,61
PDB,Buy,350,452
PDB,Sell,710,459
TTT,Sell,690,1336.2
GKH,Buy,70,1340.9
SSS,Sell,400,890
GGG,Buy,730,589
CCC,Sell,520,1233.9
HSW,Buy,550,1048.9
NEH,Buy,840,515
TTT,Sell,410,1346.6
SSS,Buy,480,879
PDB,Buy,810,467
TQM,Sell,200,1048.7
PPP,Buy,240,968
QQQ,Sell,230,1673
EEE,Buy,30,1324.2
EEE,Sell,80,1306.4
PPP,Buy,710,963
FFF,Sell,320,250
CCC,Buy,30,1232
NNN,Sell,110,613
TQM,Sell,130,1052.2
RRR,Buy,550,114
CGG,Buy,70,1430.2
UUU,Buy,640,688
PDB,Sell,690,458
HHH,Sell,990,1931.6
YYY,Sell,120,62
TTT,Buy,150,1326.6
MMM,Buy,330,1667.5
PDB,Sell,860,464
PDB,Buy,360,470
TTT,Sell,40,1340.2
HRT,Sell,690,910
UUU,Sell,790,685
TTT,Sell,730,1309.4
CCC,Buy,700,1231.9
PPP,Buy,280,945
FFF,Sell,910,251
BBB,Buy,660,463
YYY,Buy,360,61
PDB,Buy,470,472
TTT,Sell,620,1329.5
CCC,Buy,140,1228.3
GKH,Buy,680,1338.1
CCC,Buy,800,1236
KKK,Buy,990,1655.7
CGG,Sell,110,1395.6
GGG,Sell,120,590
FFF,Sell,870,247
GKH,Sell,780,1348.4
MDU,Sell,500,1654.4
FFF,Sell,130,242
CCC,Buy,810,1218.1
SSS,Sell,640,860
AAA,Sell,810,1209.9
HRT,Sell,310,914
SSS,Buy,410,869
CCC,Sell,400,1223.3
DLH,Buy,820,174
PPP,Sell,120,960
FFF,Buy,720,246
RRR,Buy,90,114
PDB,Sell,360,464
VVV,Buy,670,1413.2
HRT,Sell,490,906
MMM,Sell,860,1710.3
VVV,Buy,910,1389.1
HRT,Sell,540,927
PPP,Buy,810,950
SSS,Sell,50,868
CCC,Sell,500,1236.7
CGG,Buy,660,1433.8
TQM,Buy,440,1082.9
CCC,Sell,740,1226.8
YYY,Sell,550,62
PDB,Sell,800,462
CCC,Sell,790,1240.8
VVV,Buy,910,1430.5
MDU,Buy,320,1645.7
AAA,Buy,360,1203.6
HRT,Buy,880,912
FFF,Sell,510,244
NEH,Buy,20,510
NEH,Buy,960,510
GKH,Buy,570,1350.8
CCC,Sell,310,1245.3
PPP,Buy,340,942
VVV,Buy,210,1437.2
HRT,Buy,250,922
PDB,Sell,160,460
DLH,Sell,240,173
SSS,Buy,570,870
PDB,Buy,530,462
NEH,Sell,410,514
YYY,Buy,720,60
BBB,Sell,300,462
FFF,Sell,290,242
EEE,Sell,10,1318.5
VVV,Buy,190,1381.6
TQM,Sell,360,1058.8
MMM,Sell,460,1703
CCC,Buy,700,1241.6
HRT,Buy,640,909
TQM,Sell,270,1064.3
EEE,Buy,750,1324.5
BBB,Buy,180,464
FVD,Sell,210,645
FFF,Buy,710,252
GKH,Buy,540,1362.2
MMM,Buy,50,1663
VVV,Sell,170,1408.8
CCC,Sell,770,1259.8
GGG,Buy,680,590
EEE,Sell,480,1331.2
DLH,Buy,720,175
MDU,Buy,500,1656.8
UUU,Sell,530,680
PDB,Buy,740,469
NEH,Buy,980,522
SSS,Sell,700,875
TQM,Buy,520,1054.4
MMM,Buy,320,1700.7
MMM,Buy,440,1696.5
FFF,Buy,540,244
PDB,Sell,800,458
HRT,Sell,910,896
UUU,Sell,820,685
BBB,Sell,790,456
CCC,Buy,110,1245.4
VVV,Sell,620,1408
TQM,Sell,320,1072.9
PDB,Sell,900,460
MMM,Buy,300,1701.6
TTT,Buy,580,1333.5
FFF,Buy,360,245
TQM,Buy,320,1077.4
NNN,Sell,800,616
TTT,Sell,440,1330.8
PPP,Sell,650,939
MDU,Buy,910,1679.8
BBB,Buy,370,460
TTT,Sell,10,1328.9
FFF,Sell,70,244
MDU,Sell,350,1634.6
CCC,Buy,30,1221
PPP,Sell,440,955
GGG,Buy,860,590
GGG,Buy,240,596
ZZZ,Sell,140,1701.8
GGG,Buy,710,596
EEE,Buy,560,1330
VVV,Sell,910,1407.9
CCC,Buy,90,1239.4
PDB,Buy,300,466
UUU,Buy,550,673
PDB,Sell,980,461
HHH,Sell,940,1899.6
DLH,Sell,750,170
GKH,Sell,940,1318
CCC,Buy,600,1253.5
NEH,Buy,310,520
JJJ,Buy,890,721
RRR,Buy,400,112
TQM,Sell,100,1072.5
GKH,Buy,490,1339.4
KKK,Sell,350,1682.3
SSS,Sell,970,885
MDU,Buy,850,1649.8
TQM,Buy,290,1065
VVV,Buy,840,1416.6
TQM,Buy,620,1057.9
WWW,Buy,490,1507
PDB,Buy,30,469
PDB,Sell,120,465
CCC,Buy,620,1244.4
BBB,Buy,330,470
GKH,Buy,40,1319.9
